artist	song	video_id	confidence	source	score	duration	channel	title	alternates
American Authors	Go Big Or Go Home	dUZoK20_KYQ	high	search	87	174	American Authors	American Authors - Go Big Or Go Home	Xi3YN19ev0I 48 American Authors: American Authors - Go Big Or Go Home (Taylor Wise Remix/Audio) | iZzFmnx4QmA 41 GLyrics: American Authors - Go Big Or Go Home (Lyrics) | MJoPow60gjo 40 VevoSpecials: American Authors - Vevo GO Shows: Go Big Or Go Home (Presented by Sperry)
Amii Stewart	Knock On Wood	XKuJUxGntRI	high	search	89	211	Amii Stewart (Official)	Amii Stewart - Knock On Wood (Official HD Video)	s95pTCDbIJ8 78 Amii Stewart (Official): Knock on Wood (Long Disco Version) | VP6Kap6rizw 77 Amii Stewart (Official): Knock on Wood | 1uvdhGJZdzY 40 Juan Classic Disco: Knock On Wood - Amii Stewart - HQ/HD
Amy Grant	Every Heartbeat	kcYIZ-cduvM	high	search	87	237	AmyGrantOfficial	Amy Grant - Every Heartbeat	jswsdiZ9psM 80 AmyGrantOfficial: Every Heartbeat (2021 Remastered Version) | 7RO3JuQEd_c 62 Flamy Grant: Flamy Grant // Every Heartbeat (Lip Sync) | RL7wtpl3VZM 53 AmyGrantOfficial: Amy Grant - Every Heartbeat (From Time Again…Live)
Anastacia	One Day In Your Life	vxgcJAf6iMk	high	search	87	206	Anastacia	Anastacia - One Day In Your Life	0RIlAPC6U3w 86 Anastacia: Anastacia - One Day In Your Life (International Version) | Zufjkm0NUFs 40 RockHype: Anastacia - One Day In Your Life (European Version) | O6aky4PVYtY 39 MAD Entertainment: Anastacia - One Day In Your Life (US Version)
Andy Grammer	Good Company	nS_WLttQN2U	high	search	95	192	Andy Grammer	Andy Grammer - Good Company (Official Audio)	QkN1p1SJ9ac 41 Good Vibes: Andy Grammer - Good Company (Lyrics) | FDevFzJFi9w 28 Andy Grammer: Andy Grammer - Good In Me (Official Music Video) | Go7gn6dugu0 26 Andy Grammer: Andy Grammer - Honey, I'm Good. (Official Music Video)
Andy Grammer	I Do (Feat. Maddie & Tae)	o7kTvr6CNAk	high	search	87	203	Andy Grammer	Andy Grammer, Maddie & Tae - I Do	y7VxSiIrgf4 41 Country Vibes: Andy Grammer, Maddie & Tae - I Do (Lyrics) | qg3fbsynbuU 40 Héctor González: Andy Grammer - I do (feat. Maddie & Tae) sub. español | GHWlRghr0gc 35 Maddie & Tae: I Don't Need To Know
Andy Grammer	Magic	TsSv0kUmIJc	high	search	95	194	Andy Grammer	Andy Grammer - Magic (Official Music Video)	"Y_RBUzGmF2U 83 Andy Grammer: Andy Grammer - Magic (Stripped) [Audio Stream] | sEL6zWWJZaI 45 PS22 Chorus: ""Magic"" Andy Grammer ft. PS22 Chorus | WjPuCar6uSQ 41 Shooting Star: Andy Grammer - Magic (Lyrics)"
Animotion	Obsession	hIs5StN8J-0	high	search	92	241	AnimotionVEVO	Animotion - Obsession	VVyO_baQI-4 88 Animotion - Topic: Obsession | B-WGXrAxsTE 86 Animotion - Topic: Obsession | sp1ucPjUl5M 60 Animotion - Topic: Obsession (`80s Weight Loss Workout Mix)
Anita Ward	Ring My Bell	TaBLlkqx7eU	low	search	45	216	malacomg	Anita Ward - Ring My Bell (Lyric Video)	"Dp11DjaUc5A 43 PS César: Ring My Bell - Anita Ward (1979) HD | jrXkleks57E 38 Mark Vissers: Anita Ward - Ring my Bell [HQ] | vsBak0oCgdY 38 Disko Heaven: Anita Ward - ""Ring My Bell"" 1979"
Anna Of The North	Dandelion	hR_8-zg8uD8	high	search	95	164	Anna of the North	Anna of the North - Dandelion [Official Visualizer]	rUy3xYgdyAc 38 iyasareru: Dandelion - Anna Of The North // Español | sMbupEyQXdE 29 Anna of the North: Anna Of The North - Bird Sing (Official Visualizer) | PcGX3QGFtv8 28 Anna of the North: Anna of the North - I Do You (Official Video)
Anne Murray	Snowbird	7b1SKcZoOsk	high	search	77	135	Anne Murray	Snowbird	4tYd2CbltzM 53 Anne Murray: Anne Murray - Snowbird (Live) | x0oc3IR4qGQ 42 TheOldrecordclub: Anne Murray ~ Snowbird (1970) | 9YmG2VTY63I 39 Music Playlist: Anne Murray-SnowBird (Lyrics)
Anne-Marie	Think of Christmas	n_OuJnQnwFE	high	manual	62	170	Warner Records	"Anne-Marie - Think of Christmas (From ""Happiest Season"")"	"9izD8dr94DI 44 1MILLION Dance Studio: Anne-Marie - Think of Christmas / Yeji Kim Choreography | n_OuJnQnwFE 42 Warner Records: Anne-Marie - Think of Christmas (From ""Happiest Season"") | Us8cczXlvoA 41 Christmas 365: Anne-Marie - Think Of Christmas (Lyrics)"
Annie Lennox	Little Bird	pjbNLVQ_Iwk	high	search	95	277	Annie Lennox	Annie Lennox - Little Bird (Official Video)	C-xfCbgtZnc 41 SayItLyrics: Annie Lennox - Little Bird | kCpc3CXlQ64 39 MAD Entertainment: Annie Lennox - Little Bird | 0PIPAf7cNjE 38 TheLoon: Annie Lennox - Little Bird (Extended Mix / No Fade-out)
ANOTR	How You Feel (Ft. Leven Kali)	-ljiRj6LJOs	high	search	79	362	ANOTR Music	How You Feel	rurC3PpW4pM 76 ANOTR Music: How You Feel | OmQupct7buY 41 No Art Music: ANOTR, Erik Bandt - How You Feel feat. Leven Kali (Lyric Video) | _CBee-enHlM 40 Epiphany: ANOTR - How You Feel (Lyrics) ft. Leven Kali, Erik Bandt
Arcade Fire	Sprawl II (Mountains Beyond Mountains)	NuSbELCNloc	high	search	95	341	Arcade Fire	Arcade Fire - Arcade Fire presents Sprawl II (Mountains Beyond Mountains) (Official Video)	CFT-IDLbHU4 55 Arcade Fire: Arcade Fire - Sprawl II (Mountains Beyond Mountains) (Live on Austin City Limits, 2012) | Q918fT0d0b0 54 Arcade Fire: Arcade Fire - Sprawl II (Mountains Beyond Mountains) (Live at Best Kept Secret Festival, 201 | Jwm6DQSO8jw 53 Arcade Fire: Arcade Fire - Sprawl II (Mountains Beyond Mountains) (Live in New Orleans, 2020)
Arctic Monkeys	505	CKI8iQTgZKU	low	search	47	252	Pizza Music	Arctic Monkeys - 505	bhk-yqnGlpM 44 BBC Music: Arctic Monkeys  - 505 | Reading Festival 2022 | MrmPDUvKyLs 41 AIIthatgIitters2l: 505 - Arctic Monkeys | iIRnWv1k-js 40 earth lyrics : Arctic Monkeys - 505 (lyrics)
Area21	Lovin' Every Minute (feat. Martin Garrix, Maejor)	eRGQbJBvRkE	high	search	95	170	AREA21	AREA21 (@MartinGarrix & @Maejor) - Lovin' Every Minute (Official Video)	"08IvY3DsIBk 43 Insko: Reacting to: ""AREA21, Martin Garrix, Maejor - Lovin' Every Minute"" | 4VC4yEet7EU 41 Collected Vibes: AREA21, Martin Garrix, Maejor - Lovin' Every Minute (Lyrics) | NnAFU-6oBIU 40 Happy Chill Music: Area21, Martin Garrix, Maejor - Lovin' Every Minute (Lyrics)"
Aretha Franklin	Freeway Of Love	Ip_pjb5_fgA	high	search	95	246	Aretha Franklin	Aretha Franklin - Freeway Of Love (Official Music Video)	hD62z4w4ZI4 94 Aretha Franklin: Aretha Franklin - Freeway Of Love (Official Audio) | dMWpbn1Fy3c 42 GoldenMusic: Aretha Franklin - Freeway Of Love (Remastered) [Audio HQ] | B-D0YP467Lg 41 Music Butler Channel: Aretha Franklin - Freeway Of Love (1985) 👉 HD
Aretha Franklin	I Say A Little Prayer	-8y0onSG3kg	high	search	94	217	Aretha Franklin	Aretha Franklin - I Say a Little Prayer (Official Audio)	TDyiREoBw0o 87 Aretha Franklin: Aretha Franklin - I Say A Little Prayer (Official Lyric Video) | mSJiWBKtI_M 77 Aretha Franklin: I Say a Little Prayer (2021 Remaster) | 5vl6hspNb4o 75 Aretha Franklin: I Say a Little Prayer
Aretha Franklin	Respect	U0yIf9Tkgu4	high	search	92	143	Aretha Franklin	Aretha Franklin - Respect Official Video Winner	A134hShx_gw 87 Aretha Franklin: Aretha Franklin - Respect (Official Lyric Video) | 9iayJ8u4Qew 77 Aretha Franklin: Respect | s3Itb17PXvw 41 Black Music Archive LIVE!: Aretha Franklin | Respect | 1967 | Best Version
Ariana Grande	Break Free (feat. Zedd)	L8eRzOYhLuw	high	search	95	248	Ariana Grande	Ariana Grande - Break Free (Official Video) ft. Zedd	2Ek3WMM7I-0 86 Ariana Grande: Ariana Grande - Break Free feat. Zedd (Audio) | pcRKNslSS5g 84 Ariana Grande Official: Ariana Grande - Break Free (Feat.  Zedd) [Audio] | hFchgev8mjc 83 Ariana Grande: Ariana Grande - Break Free (Lyric Video) Feat. Zedd
Ariana Grande	No Tears Left To Cry	ffxKSjUwKdU	high	search	95	239	Ariana Grande	Ariana Grande - no tears left to cry (Official Video)	fFuQfcAbCIA 46 SyrebralVibes: Ariana Grande - No Tears Left To Cry (Lyrics) | WQGB95tn2wc 44 Cakes & Eclairs: Ariana Grande - No Tears Left To Cry (Lyrics) | Gc9BwDR1KSo 40 RadioInnocence Music: Ariana Grande - No Tears Left To Cry (Audio)
Ariana Grande	One Last Time	BPgEgaPk62M	high	search	95	250	Ariana Grande	Ariana Grande - One Last Time (Official Video)	Wg92RrNhB8s 86 Ariana Grande: Ariana Grande - One Last Time (Official Lyric Video) | 3RfeSrrbxPI 45 Popular Music: Ariana Grande - One Last Time (Lyrics) | cshg5ktpPtI 43 BBC Music: Ariana Grande - One Last Time (One Love Manchester)
Armin Van Buuren	Easy To Love (feat. Teddy Swims, Matoma)	n054hpuFvr8	high	search	95	158	Armin van Buuren	Armin van Buuren & Matoma feat. Teddy Swims - Easy To Love (Official Video)	JaTSDa0mx_U 86 Armin van Buuren: Armin van Buuren & Matoma feat. Teddy Swims - Easy To Love (Lyric Video) | UCRQZyj-u7I 60 Armin van Buuren: Armin van Buuren & Matoma feat. Teddy Swims - Easy To Love (Armin van Buuren Club Mix)  | 5g1Pjr3--TQ 13 DistortionMusic: Armin van Buuren & Matoma Feat. Teddy Swims - Easy To Love (Matoma VIP Mix)
Armin Van Buuren	This Is What It Feels Like (feat. Trevor Guthrie)	smzdjWrmUWk	high	search	85	240	Armin van Buuren	Armin van Buuren feat. Trevor Guthrie - This Is What It Feels Like (4K Remastered Music Video)	HukyFUAVuGo 76 Armin van Buuren: This Is What It Feels Like | BR_DFMUzX4E 72 Armada Music TV and Armin van Buuren: Armin van Buuren feat. Trevor Guthrie - This Is What It Feels Like  | 2XSZPfd_HuI 56 Armin van Buuren: Armin van Buuren feat. Trevor Guthrie - This Is What It Feels Like (Live at The Best Of
Asia	Heat Of The Moment	lCALGlGuVUA	high	search	87	189	Asia	Asia - Heat Of The Moment	oOshnBz1Q1E 54 Asia: Asia - Heat Of The Moment (Live In Tokyo) | Ixxrew2TLAM 41 ♪FenderGibson Sounds♪: Asia | Heat of the Moment (HQ) | wRHfU0VJSMM 40 Long Live Rock 'n' Roll: Asia - Heat of the Moment
August Moon	Guard Down	bkDbD5cw7N0	low	search	55	176	Prime Video	Guard Down by August Moon - Official Music Video | The Idea of You | Prime Video	"ssFDskWezh0 46 Ethereal Music: August Moon - Guard Down (Lyrics) | M_gla9ciiRM 44 Rap Samurai: August Moon – Guard Down (Lyrics) ""i let my guard down"" | SM7YGZW3q5o 37 Prime Video AU & NZ: Guard Down | The Idea Of You | Prime Video"
Ava Max	Diamonds & Dancefloors	DBKhMXJtbUE	high	search	95	157	Ava Max	Ava Max - Diamonds & Dancefloors (Official Audio)	fEI7J5VcEjM 41 Fusion Music: Ava Max - Diamonds & Dancefloors (Lyrics) | sQy156dr-LU 40 DanceMusic: Ava Max - Diamonds & Dancefloors (Music Video) [4k - Ultra HD] | WSX6ZRX4_-Q 26 Ava Max: Ava Max - Million Dollar Baby (Official Video)
Ava Max	Don’t Click Play	r16uPptjnMY	high	search	95	150	Ava Max	Ava Max - Don't Click Play (Official Audio)	ee7QQTf2iA8 41 Majestic Sounds: Ava Max - Don't Click Play (Letra/Lyrics) | SbODY8XtV38 40 Top Songs: Ava Max - Don’t Click Play | Top Songs | Lyrics | 9HA2bJiunA4 38 Estu H: Ava Max - Don't Click Play (Music Video)
Ava Max	Kings & Queens	jH1RNk8954Q	high	search	95	163	Ava Max	Ava Max - Kings & Queens [Official Music Video]	RNx5f0snpK8 92 Ava Max: Ava Max - Kings & Queens [Official Visualizer] | KjyCCQ1N8s8 91 Ava Max: Ava Max - Kings & Queens Pt. 2 (feat. Lauv & Saweetie) [Official Visualizer] | aaqRCmrUs6k 55 Ava Max: Ava Max - Kings & Queens (Live Performance)
Ava Max	Maybe You%5)%/0		none	search	29	0			"w8mBplMtwJ8 26 Ava Max: Ava Max - My Head & My Heart [Official Music Video] | SxGLPVvNjvY 26 Ava Max: Ava Max - So Am I [Official Music Video] | 6tTgpVgduoY -23 Notion: Ava Max - Maybe You're The Problem (Lyrics) - ""But with you, it's always my fault"""
Ava Max	Maybe You’re The Problem	ijS_orLb6VU	high	search	95	197	Ava Max	Ava Max - Maybe You’re The Problem (Official Video)	DMFoYJ6GoUg 86 Ava Max: Ava Max - Maybe You’re The Problem (Official Lyric Video) | J7sTvSCgv84 45 Rap Samurai: Ava Max - Maybe You’re The Problem (Lyrics) | 9a6YlmDkzbY 38 LOS40 Music: Ava Max - Maybe You’re the Problem | En directo en LOS40 Music Awards 2022
Ava Max	Million Dollar Baby	WSX6ZRX4_-Q	high	search	95	206	Ava Max	Ava Max - Million Dollar Baby (Official Video)	X2wc1L1_1WA 91 Ava Max ™: Ava Max - Million Dollar Baby (Official Visualizer) | Tk-z1PsiPeI 46 Dan Music: Ava Max - Million Dollar Baby (Lyrics) | SISSypOPrGU 45 7clouds: Ava Max - Million Dollar Baby (Lyrics)
Ava Max	Salt	2EfE0vhxt1o	high	search	91	181	Ava Max	Ava Max - Salt (Official Audio)	PKWHYLtmAGA 86 Ava Max: Ava Max - Salt [Official Lyric Video] | vg2uVt6vx6Y 83 Ava Max: Ava Max - Salt [Official Lyric Video] | rhWOfWQGqHk 54 Ava Max: Ava Max – Salt (Live Performance)
Ava Max	Sweet but Psycho	WXBHCQYxwr0	high	search	95	208	Ava Max	Ava Max - Sweet but Psycho [Official Music Video]	y93xvnqLRss 60 Ava Max Oficial: Ava Max - Sweet but Psycho (Oficial Audio) | 12GDRH3W-ys 53 Ava Max: Ava Max - Sweet but Psycho (Live Performance) | fM99sGMJjc0 46 Lost Panda: Ava Max - Sweet But Psycho (Lyrics)
Ava Max, BIA, FIFA Sound	Energy	bzv4b9TqlI4	low	search	56	182	FIFA	Ava Max, BIA  - Energy (FIFA World Cup 2026™)	6QaD0TQsG7w 55 Ava Max: Energy | aWIGxYlxJ8o 32 Ava Max Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 : @avamax & ​@BIABIAofficial performs “Energy” at @fifa at Crypto.com Arena in L | NQmF2FYY3j0 31 Perfect Vibes: Ava Max, Bia - Energy (Lyrics) FIFA World Cup Song 2026
Average White Band	Pick Up The Pieces	7Rvk0NPupIU	high	search	85	159	Average White Band	Average White Band - Pick up the Pieces (From Top of The Pops, 20/03/1975) [TOTP HD]	CFOOtzQhGmk 78 Average White Band: Pick Up the Pieces (45 Version) | FnH_zwVmiuE 42 kidlunchbox: Average White Band - Pick Up The Pieces | ejQF3p_sqL4 40 humanjukebox45s: Average White Band - Pick Up The Pieces - Vinyl Play
Avicii	Hey Brother	6Cp6mKbRTQY	high	search	87	264	Avicii	Avicii - Hey Brother	YxIiPLVR6NA 86 Avicii: Avicii - Hey Brother (Lyric) | S1-BzgPjog8 75 Avicii: Hey Brother (Extended Version) | 69Fb6XozEx8 45 7clouds: Avicii - Hey Brother (Lyrics)
Avicii	Levels	_ovdm2yX4MA	high	search	87	199	Avicii	Avicii - Levels	wDuoOapZ9Z0 77 Avicii: Levels (Original Version) | 8-t268I1XWg 61 Avicii Music World: Avicii - Levels (Radio Edit) | C3Ti0nZjtp8 46 Creative Chaos: Avicii - Levels (Lyrics)
Avicii	Wake Me Up (EDX Miami Sunset Remix)	5Zmcd871v44	high	search	79	393	Avicii	Wake Me Up (EDX Miami Sunset Remix)	pIzlIX1dq68 75 Avicii: Wake Me Up (EDX Miami Sunset Remix) | 2nOgZgzeTDw 61 Avicii Music World: Avicii - Wake Me Up (EDX Miami Sunset Remix) | WGwD6ugEc5M 47 Avicii: Wake Me Up (EDX Miami Sunset Radio Edit)
Avicii	Wake Me Up (Feat. Aloe Blacc)	IcrbM1l_BoI	high	search	94	273	Avicii	Avicii - Wake Me Up (Official Video)	5y_KJAg8bHI 87 Avicii: Avicii - Wake Me Up (Official Lyric Video) | qHu1T7rck0M 53 Avicii: Avicii - Wake Me Up (Live From Jimmy Kimmel Live!/2019) ft. Aloe Blacc, Mike Einziger | TWCKQG5hMIY 43 Cooper Alan: Cooper Alan & Aloe Blacc - Wake Me Up (Country Version) (Official Visualizer)
Avril Lavigne	Hot	fzb75m8NuMQ	high	search	95	202	Avril Lavigne	Avril Lavigne - Hot (Official Video)	MWzhC5qBMPQ 41 Official Audio: Avril Lavigne - Hot (Audio) | FYyDxGrKgVM 40 Pillow: Hot - Avril Lavigne (Lyrics) 🎵 | i1o7vo-HPgk 40 RicDiOlive: Avril Lavigne - Hot (Remastered)
Avril Lavigne	Losing Grip	LOcKckBLouM	high	search	95	236	Avril Lavigne	Avril Lavigne - Losing Grip (Official Video)	N67yRMOVk1s 85 Avril Lavigne: Avril Lavigne - Losing Grip (Audio) | x5wmylWXQ0Q 41 Pillow: Losing Grip - Avril Lavigne (Lyrics) 🎵 | wdt3MfgsaS4 39 elegance2910: Avril Lavigne - Losing Grip (Lyrics)
Avril Lavigne	Sk8er Boi	TIy3n2b7V9k	high	search	95	219	Avril Lavigne	Avril Lavigne - Sk8er Boi (Official Video)	YHymfdlGaVU 86 Avril Lavigne: Avril Lavigne - Sk8er Boi (Official Lyric Video) | 3QVagZTrXXw 53 Avril Lavigne: Avril Lavigne - Sk8er Boi (Live at the BRIT Awards 2003) | jk7kOinbyP0 45 7clouds: Avril Lavigne - Sk8er Boi (Lyrics)
Ax and the Hatchetmen	Hotel Room	9Z1k8thLiNE	high	search	87	150	Ax and the Hatchetmen	Ax and the Hatchetmen - Hotel Room (Lyric Video)	dO-GXpcK0Gc 84 Ax and the Hatchetmen: Ax and the Hatchetmen - Hotel Room (Tour Edit) | pZXUflnVnAI 45 Vibe Music: Ax and the Hatchetmen - Hotel Room (Lyrics) | PiJOLOyf9hI 43 7clouds Rock: Ax and the Hatchetmen - Hotel Room (Lyrics)
Axwell / Ingrosso	More Than You Know	8yGKJl_U4Gg	low	search	47	204	7clouds	Axwell Λ Ingrosso - More Than You Know (Lyrics)	ycq5eYpvwds 40 Luis Fernando Flores: Axwell Λ Ingrosso  - More Than You Know (Audio) | Tdi63aFcQ3I 39 西洋MusicᐳWisher: Axwell Λ Ingrosso - More Than You Know 超過你所知道的 - 中文字幕MV | Mv-iEdw6MD0 38 Lilimusic: Axwell Λ Ingrosso - More Than You Know (Lyrics)
B.o.B	Magic (feat. Rivers Cuomo)	Cq-NShfefks	high	search	95	222	B.o.B	B.o.B - Magic (feat. Rivers Cuomo) [Official Video]	4FlziHpCJFM 41 austin: B.o.B - Magic ft. Rivers Cuomo (Lyrics On Screen) | cmk54q6q4Jg 40 Darling : B.o.B - Magic (feat. Rivers Cuomo) (Lyrics) | 7-GDizU6X-I 39 seanrumsey: B.o.B - Magic ft. Rivers Cuomo (Music Video)
Bachman-Turner Overdrive	Roll On Down The Highway	tIJ1-v9jv2Q	high	search	88	238	Bachman-Turner Overdrive - Topic	Roll On Down The Highway	Cli2Sm0D8_U 85 Bachman-Turner Overdrive - Topic: Roll On Down The Highway | 2oUBxyXxyFo 47 TopPop: Bachman Turner Overdrive - Roll On Down The Highway (1975) • TopPop | PBZqmJjIDPw 40 fab70smusic: Bachman Turner Overdrive - Roll On Down The Highway
Bachman-Turner Overdrive	Takin' Care Of Business	L6tpA9ltfqQ	high	search	87	290	Bachman-Turner Overdrive - Topic	Takin' Care Of Business	AMVX0tzaTwk 38 Georgy Porgy's Favorites: Bachman-Turner Overdrive ~ Takin' Care of Business (1973) | 0y-_WGjZgD8 9 YeOldeRock: Bachman-Turner Overdrive - Takin' Care Of Business (Live) | ybtl9qVFAjc 3 GIGS: Bachman & Turner - Takin' Care Of Business (Live At The Roseland Ballroom NYC)
Backstreet Boys	It's Christmas Time Again	OFlp5sRJFXg	high	search	92	204	Backstreet Boys	Backstreet Boys - It’s Christmas Time Again (Official Visualizer)	gY-qJW_n5N4 87 Backstreet Boys: Backstreet Boys - It’s Christmas Time Again | iB7Cur8s-VE 41 Desiree Arends: Backstreet Boys - It's Christmas Time Again (FULL) | _XUZyWKeh_Y 40 LazyMe334: Backstreet Boys-It's Christmas Time Again Lyrics
Badger	These Words (Feat. Natasha Bedingfield)	YhYe6kUZyP0	high	manual	45	137	life + lyrics	Badger - These Words ft. Natasha Bedingfield (Lyrics)	YhYe6kUZyP0 44 life + lyrics: Badger - These Words ft. Natasha Bedingfield (Lyrics) | iWako3_ENlk 43 Natasha Bedingfield: Natasha Bedingfield - These Words (US Version) [Official Video] | 4FAtNcQOkPk -13 The Vibe Guide: Natasha Bedingfield - These Words (Badger Remix) LYRICS
Bailey Zimmerman	Lost (feat. The Kid LAROI)	9Z97tEfd2Ws	high	search	95	197	Bailey Zimmerman	Bailey Zimmerman - Lost (feat. The Kid LAROI) [Official Music Video]	"dIm4QsOMb10 86 Bailey Zimmerman: Bailey Zimmerman - Lost (Feat. The Kid LAROI) [Lyric Video] | kgdKsIrqnpE 84 Bailey Zimmerman: Bailey Zimmerman and The Kid LAROI Perform ""Lost"" | 2025 Video Music Awards | nBcNO5sFShw 75 Bailey Zimmerman: Lost"
Bakar	Alive!	52K2O8SnkJ0	high	search	95	241	bakar	Bakar - Alive! (Official Video)	h3fbDY7nJFA 46 SauceOnly: Bakar - Alive! (Lyrics) | CIpJFvBVGo0 44 life + lyrics: Bakar - Alive! (Lyrics) | kp2fffL367E 38 WMG Radio: [WRP] Bakar - Alive!
Balu Brigada	Backseat	Jvv3cC6CamE	high	search	87	384	Balu Brigada	Balu Brigada - Backseat (Official Visualiser)	N1D9oUSjigQ 46 David Dean Burkhart: Balu Brigada - Backseat | mPZdtrvQzRE 45 Amazing Lyrics: Balu Brigada - Backseat (Lyrics) | hGcDTnxw1pk 39 serggmenez: Backseat (without final part) - Balu Brigada
Balu Brigada	Sideways	gbO7qQliXT8	high	search	95	188	Balu Brigada	Balu Brigada - Sideways (Official Video)	NFMiO7BFi0E 94 Balu Brigada: Balu Brigada - Sideways (Official Audio) | FoJQFLndN9c 39 Trending Now Lyrics: Balu Brigada - Sideways (Lyrics) | 5bJFvfgREDg 32 triple j and Balu Brigada: Balu Brigada - 'Sideways' (live for Like A Version)
Bananarama	I Heard a Rumour (Remix 2000)		none	search	10	0			WCzSG0dx7KE 8 Karol Ash (Karolkari1990 2010): BANANARAMA - I HEARD A RUMOUR | TLVyWWNH9HQ 8 Desmond You: I Heard A Rumour [Miami Mix] - Bananarama (MV) 1987 | Shtbud5tJMc -13 Good Old Days Productions: Bananarama - I Heard A Rumour (The Broken Heart Megamix)
Bananarama	Venus	yZXyGEZox1o	high	search	77	210	BananaramaOfficial	Venus	d4-1ASpdT1Y 72 London Records and BananaramaOfficial: Bananarama - Venus (Official Video) | AYCu5mws-R0 71 London Records and BananaramaOfficial: Bananarama - Venus (Official Audio) | jgOnLOvkV28 60 London Records and BananaramaOfficial: Bananarama - Venus (Top of The Pops 1986)
Bangles	Hazy Shade Of Winter	TxrwImCJCqk	low	search	72	167	The Bangles	The Bangles - Hazy Shade of Winter (Official Video)	8cNeXWpTVlo 71 The Bangles: The Bangles - Hazy Shade Of Winter (Official Audio) | 85ywPlPAkX0 44 Dan Music: The Bangles - Hazy Shade of Winter (Lyrics) | 19d2aolIx0E 40 ShoutFactoryMusic: The Bangles - Hazy Shade Of Winter (Return To Bangleonia)
Bangles	Hero Takes A Fall - single remix	1x97sfQjgvk	low	search	34	173	carl hunter	11   Hero Takes A Fall Single Remix	xxnkw-kyNpY 4 The Bangles: Hero Takes A Fall (Album Version) | YAbYsxd3ADg -32 The Bangles: The Bangles, Susanna Hoffs - Hero Takes A Fall | tbnkPjCEpkk -50 Generally Groovy: Hero Takes A Fall (actual single remix) - Bangles.
